dashboard_id,dashboard_name,primary_data_sources,business_domain,complexity_score,consolidation_score,total_metrics_identified,date_grain,data_grain,key_dimensions,date_range_detected,hardcoded_dates_found,hardcoded_values_found,governance_opportunities,response_id,data_sources_list,data_sources_count,hardcoded_dates_count,hardcoded_values_count,governance_opportunities_count
b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard;ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily;ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data,finance,8,6,8,monthly,aggregate,"['adpoint_account_number', 'advertiser_name', 'financial_year', 'calendar_year_month', 'portfolio_conformed_name_current', 'current_portfolio_conformed_owner_full', 'revenue_type', 'sales_segment_gm_name', 'nca_industry_pillar']",All available data up to current,[],"[""'Contra'"", ""'Renee Sycamore'"", ""'13019'"", ""'52246'"", ""'18387'"", ""'ctr'"", ""'Guaranteed'"", ""'Exchange'"", ""'BILLED'"", ""'BOOKED'"", ""'ROP COMPOSITE'"", ""'MEDIUM RARE CONTENT AGENCY'"", ""'SUDDENLY%'"", ""'17114'"", ""'29172'"", ""'52809'"", ""'-'"", ""'CTR_2023_AFL SPORT'"", ""'CTR_2023_GWS GIANTS'"", ""'CTR_2023_SYDNEY SWANS'"", ""'CTR_2025_Greater Western Sydney Giants'"", ""'CTR_2025_Raising Literacy Australia'"", ""'VACANT'"", ""'Y'"", ""'N'"", ""'XXX'"", ""'ctr1'"", ""'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants'""]","['Account numbers and advertiser names used in filters should be managed in governed reference tables.', ""Business rules embedded in CASE statements (e.g., 'ctr1' logic) should be externalized to configuration tables."", 'Sales segment and industry pillar filters could be parameterized.']",29,"['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard', 'ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily', 'ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data']",3,0,28,3
4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,finance,8,6,1,weekly,transactional,"['fy_year', 'fy_week_of_year', 'masthead', 'publication_type', 'publication_group', 'subscription_type', 'source_channel', 'business_type', 'offer_category_group_name', 'offer_category_name']",FY2025,['2025'],"[""'op'"", ""'Digital Y'"", ""'Digital N'"", ""'Bundle Y'"", ""'Not Available Y'"", ""'TA'"", ""'CM'"", ""'DT'"", ""'HS'"", ""'AA'"", ""'CP'"", ""'GA'"", ""'GC'"", ""'NT'"", ""'TM'"", ""'TB'"", ""'TC'"", ""'WT'"", ""'SC'"", ""'CS'"", ""'TS'"", ""'AP'"", ""'RN'"", ""'PU'"", ""'Exclude'"", ""'The Australian and Prestige'"", ""'_AB'"", ""'_BB'"", ""'_CF'"", ""'_CS'"", ""'_FA'"", ""'_FF'"", ""'_NA'"", ""'_PC'"", ""'_PE'"", ""'_SL'"", ""'_SS'"", ""'_TE'"", ""'_TH'"", ""'_TO'"", ""'_WS'"", ""'PRED'"", ""'AMP'"", ""'FBK'"", ""'FMB'"", ""'GGL'"", ""'GGN'"", ""'INS'"", ""'LIN'"", ""'NEW'"", ""'NWL'"", ""'POD'"", ""'POR'"", ""'RED'"", ""'SCP'"", ""'SEC'"", ""'TCA'"", ""'TMP'"", ""'TWA'"", ""'TWT'"", ""'WID'"", ""'_FBK'"", ""'_GGL'"", ""'_LIN'"", ""'_RED'"", ""'_TWT'"", ""'Consumer'"", ""'Gift Receiver'"", ""'Campus'"", ""'Corporate'"", ""'Corporate excluding IP'"", ""'Corporate IP'"", ""'IP Access'"", ""'SMB'"", ""'Others'"", ""'B2C'"", ""'B2B'"", ""''""]","['dates should be parameterised', 'masthead codes should join to a masthead_lookup table', 'source_code patterns should join to a source_channel_lookup table', 'classification_level_2 values should join to a business_type_lookup table', 'subscription type logic should be defined in a governed view or lookup']",30,['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],1,1,78,5
5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,finance,7,8,17,monthly,transactional,"['financial_short_month', 'financial_quarter', 'financial_month', 'relative_fy_month_offset', 'revenue_category', 'cost_model_type', 'unified_publication_name', 'revenue_group_subtype', 'portfolio_conformed_name_sync']",Current Financial Year (relative_fy_year_offset = 0) up to 18/06/2025,['18/06/2025'],"[""'Guaranteed'"", ""'PMP'"", ""'Non-Guaranteed'"", ""'TUBI'"", ""'PERFORMANCE'"", ""'PROGRAMMATIC SOURCE'"", ""'PG'"", ""'OMP'"", ""'Y'"", ""'N'"", ""'Run of Audience Extension'""]","['dates should be parameterised', 'revenue categories should use governed lookup tables', 'cost model types should use governed lookup tables', 'publication names should use governed lookup tables']",31,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],1,1,11,4
8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,LODs,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly;ncau-data-newsquery-prd.prstn_advertising_views.v_user_dim,sales,8,6,11,weekly,aggregate,"['financial_month', 'financial_year', 'sales_segment_l_2_name_sync', 'revenue_type', 'portfolio_group_name_sync', 'GSD', 'financial_quarter', 'xtend_flag']","Current FY, Previous FY, Next FY",[],"['-1', '0', '1', ""'BILLED'"", ""'BOOKED'"", ""'ROP COMPOSITE'"", ""'MEDIUM RARE CONTENT AGENCY'"", ""'SUDDENLY%'"", ""'17114'"", ""'29172'"", ""'52809'"", ""'Digital Other'"", ""'Y'"", ""'XTEND'"", ""'MRCA'"", ""'Client'"", ""'CONSORTIUM NSW'"", ""'KEY ACCOUNTS NSW RETAIL'"", ""'DIRECT NSW'"", ""'INDEPENDENT AGENCIES NSW'"", ""'PRESTIGE'"", ""'Ian Paterson'"", ""'PLUTO'"", ""'VACANT'"", ""'XXX'""]","['relative_fy_year_offset should be handled by a date dimension table or parameter', 'revenue_transaction_status, style_name, source_publishing_division, sales_segment_l_2_name_sync, xtend_flag, revenue_type, source_system_code should use reference tables for lookup values', 'publication_name and account_number logic could be managed via a configuration table', 'Sales_Group and sales_segment_gm_name_sync derivations could be part of a governed business rule table']",32,"['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly', 'ncau-data-newsquery-prd.prstn_advertising_views.v_user_dim']",2,0,25,4
6de90f2a-b3f3-46fe-a4fe-13474b2d6618,PACMAN AND EXCLUDE LOD,ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4;ncau-data-newsquery-prd.sbx_fda_corefin.dv_pacman_running_expense,finance,6,4,4,yearly,transactional,"['Margin_Level', 'Category', 'Product_L1', 'Product_L2', 'Product_L3', 'Product_L4', 'Product_Name', 'Fiscal_Year']",2025,['2025'],"[""'Category'"", ""'Product_Name'"", ""'Product_L1'"", ""'Product_L2'"", ""'Product_L3'"", ""'Product_L4'""]","['dates should be parameterised', 'dynamic dimension selection should be handled via Looker Studio parameters, not hardcoded CASE logic']",33,"['ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4', 'ncau-data-newsquery-prd.sbx_fda_corefin.dv_pacman_running_expense']",2,1,6,2
f65a9149-93b4-4aa9-aef6-d12002853222,Digital Video Content Audio,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,advertising,6,5,10,yearly,transactional,"['sales_segment_l_2_name_sync', 'booking_number', 'adsize_name', 'fin_adtype_name', 'revenue_transaction_status', 'source_publishing_division', 'financial_year']",2025 to 2026,"['2025', '2026']","['Booked', 'Billed', 'Medium Rare Content Agency', 'Audio (Targeted)', 'Audio (Non-Targeted)', 'Events (Non-Targeted)', 'Events (Targeted)', 'Rich Media (Non-Targeted)', 'Rich Media (Targeted)', 'Social Display (Targeted)', 'Social Display (Non-Targeted)', 'Standard Display (Targeted)', 'Standard Display (Non-Targeted)', 'TTIV (Targeted)', 'TTIV (Non-Targeted)', 'Content Discovery (Non-Targeted)', 'Content Discovery (Targeted)', 'Native (Non-Targeted)', 'Native (Targeted)']","['financial_year should be parameterised or use dynamic calculations', 'fin_adtype_name values should be sourced from a reference table', 'revenue_transaction_status values should be sourced from a reference table', 'source_publishing_division exclusion should use a configuration table']",34,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],1,2,19,4
a17622e2-ad43-49cc-b3c5-19c95036fd14,Advertising Rebates Dashboard,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,advertising,7,8,15,monthly,transactional,"['account_number', 'advertiser_name', 'advertiser_parent', 'financial_year', 'financial_month', 'invoice_number', 'revenue_type', 'source_publishing_division', 'revenue_group_subtype', 'revenue_transaction_status', 'unified_publication_name']","Financial Year 2025, Financial Month 10","['2025', '10']","[""'Booked'"", ""'Billed'"", ""'Medium Rare Content Agency'"", ""'Print'"", ""'Digital'"", ""'Programmatic Source'"", ""'4039072'""]","['financial_year and financial_month should be parameterised', 'revenue_transaction_status, source_publishing_division, revenue_type, revenue_group_subtype should use governed reference tables', 'account_number should be parameterised or use a governed lookup']",35,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],1,2,7,3
fed70b12-c274-4cde-9920-592ca4c4dab0,Independent Agency Report,ncau-data-newsquery-prd.sbx_dcp.ia;ncau-data-newsquery-prd.asl_finance_derived.revenue_movement,finance,8,5,17,mixed,transactional,"['agency_parent', 'account_number', 'booking_line_created_date', 'movement_date', 'financial_year', 'financial_quarter', 'financial_month', 'movement_financial_week', 'revenue_group_subtype']",Historical to Current,"['23/05/2025', '22/06/2025']","[""'FY'"", '-12', '-1', '0', '6', ""'PROGRAMMATIC EXCHANGE'"", ""'Jan'"", ""'Feb'"", ""'Mar'"", ""'Apr'"", ""'May'"", ""'Jun'"", ""'Jul'"", ""'Aug'"", ""'Sep'"", ""'Oct'"", ""'Nov'"", ""'Dec'"", ""'Q1'"", ""'Q2'"", ""'Q3'"", ""'Q4'"", ""'Current Week'""]","[""Dates used as 'current date' should be parameterized or use CURRENT_DATE()"", 'Relative date calculations (e.g., -365 days) should use INTERVAL 1 YEAR for robustness', 'Month and quarter mappings should be externalized to a reference table', ""Business rules like 'PROGRAMMATIC EXCHANGE' exclusion or financial month adjustments should be configurable""]",36,"['ncau-data-newsquery-prd.sbx_dcp.ia', 'ncau-data-newsquery-prd.asl_finance_derived.revenue_movement']",2,2,23,4
9269e9c6-1ad0-4415-96c3-aca8a710ba01,Team Sales Performance - FY26 (Interim),ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,sales,7,4,32,mixed,transactional,"['advertiser_parent', 'financial_quarter', 'financial_short_month', 'sales_segment_l_2_name', 'unified_publication_name', 'revenue_group_subtype', 'revenue_type', 'relative_fy_year_offset', 'booking_line_created_date', 'fix_date_lod']",FY24 and FY25 relative to 23/06/2025,['23/06/2025'],"['Jul Q1 H1', 'DOUBLECLICK', '0', '1', 'DIGITAL', 'Digital Other', 'OUTSTREAM', 'XTEND', 'EDMEDIA', 'ECOMMERCE', 'Consortium QLD', '$', ""$\\'000'""]","['dates should be parameterised or use relative date functions (e.g., CURRENT_DATE())', 'lookup values (publication types, sales segments, revenue types) should use governed reference tables', 'currency display logic should be a dashboard parameter, not hardcoded in SQL']",37,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],1,1,13,3
80ca81f3-0671-40ef-a0a9-825a1580ca1b,Team Sales Performance,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,sales,2,8,6,none,transactional,"['advertiser_name', 'portfolio_conformed_name_sync', 'sales_segment_l_2_name_sync']",N/A,[],"[""'GAD RAM A1'"", ""'HBT RAM A1'"", ""'VIC DIRECT A7'"", ""'VIC DIRECT A8'"", ""'VIC DIRECT A9'""]",['portfolio names should use a reference table or parameter'],38,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],1,0,5,1
23c8b213-a9f0-4158-b8fa-bff14425abb5,TM1 NewsQuery Tables,ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_subscriptions;ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_circulation_actuals,finance,3,3,14,weekly,aggregate,"['fiscal_week_id', 'category_name', 'gl_publication_code', 'channel', 'state']","Specific fiscal week (202535) detected, no range",['202535'],['202535 (fiscal week ID)'],"['fiscal_week_id should be parameterised or use relative dates', 'consider joining subscription and circulation data on common dimensions like state or publication if available in underlying data models']",39,"['ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_subscriptions', 'ncau-data-newsquery-prd.sbx_fda_corefin.dv_tm1_pbf_circulation_actuals']",2,1,1,2
3ee20092-1897-49b7-8bcd-4157d5f816eb,AdSales Data for Pacing Report,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,sales,3,7,3,mixed,aggregate,"['financial_year', 'financial_week', 'revenue_group_subtype']",2024 to 2025,[],"[""'2025'"", ""'2024'"", ""'SUNDRY ADSALES OVERLAY'"", '47', '48', '49', '50', '51', '52']","['financial_year should be parameterized or use relative date functions', 'revenue_group_subtype should join to a reference table for dynamic filtering', 'financial_week exclusions should be managed via a calendar table or configuration table']",40,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],1,0,9,3
d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,sales,6,4,9,mixed,transactional,"['publication_date', 'advertiser_name', 'employee_name', 'agency_group', 'unified_publication_name', 'financial_year_selected', 'financial_month_selected', 'portfolio_name_selected']",2024 to 2025 (financial years),"['2025', '2024']","['Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'NSW IA C3', 'Marley-Kale Kentia', 'Australian Meat Processor Corporation', 'Australian Pork', 'CMC Markets', 'Coco Republic', 'Dry July Limited', 'Fred Hollows Foundation', 'LGT Crestone', 'Vogue Australia', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['dates should be parameterised or use relative date functions', 'lookup values (portfolio, employee, advertiser, publication) should use Looker Studio controls or reference tables', 'dynamic dimension selection logic (Fin/Curr) should be driven by Looker Studio parameters']",41,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],1,2,25,3
57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,finance,8,6,83,weekly,aggregate,"['masthead', 'fy_year', 'fy_week_of_year']","Specific weeks within FY2025 (e.g., Week 37, Weeks 26-31) relative to a base date of 03/07/2024.","['03/07/2024', '30/03/2025', '10/02/2025']","[""'TA'"", ""'DT'"", ""'HS'"", ""'WT'"", ""'GA'"", ""'CM'"", ""'CP'"", ""'TB'"", ""'TC'"", ""'GC'"", ""'TM'"", ""'NT'"", ""'AA'"", ""'States and Community'"", ""'The Australian and Prestige'"", ""'Metro'"", ""'Regionals'"", '2025', '2024', '0', '1', '2', '3', '4', '5', '48', '49', '50', '51', '52', ""'All Mastheads'"", ""'TRUE'""]","['Dates should be parameterized or use relative date functions (e.g., CURRENT_DATE(), DATE_SUB) instead of fixed literals.', 'Masthead codes and their display names/groupings should be managed in a lookup table for consistency and easier maintenance.', 'Fiscal year and week logic should be dynamic based on current date or parameters, not hardcoded years.', 'The `(0=X)` boolean conditions suggest dynamic filter values that are currently inactive; these should be handled more robustly, possibly by removing the condition if no filter is applied or using a parameter.']",42,['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],1,3,32,4
f7a9efeb-df3c-45c9-899d-0bcada701572,Salaries & Wages Dashboard UAT Version,ncau-data-newsquery-prd.asl_finance.v_asl_circulation_dq_check;ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement;ncau-data-newsquery-prd.prstn_finance.v_circulation_snapshot_fct,finance,7,5,5,weekly,transactional,"['fy_year_week_number', 'revenue_type']","Dynamic (latest snapshot time, historical weekly data)",[],"[""'03'"", ""'Circulation'"", ""'Estimate'"", ""'RCTI'"", ""'THINK'"", ""'DTI'"", ""'Australia/Sydney'""]","[""'03' revenue type prefix should be mapped to a reference table"", 'source system and scenario filters should be configurable or use reference tables', 'timezone should be a parameter or system variable']",43,"['ncau-data-newsquery-prd.asl_finance.v_asl_circulation_dq_check', 'ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement', 'ncau-data-newsquery-prd.prstn_finance.v_circulation_snapshot_fct']",3,0,7,3
c441950c-1e3f-432c-9838-847d1d315b9e,Circulation Insights for Analysis,ncau-data-newsquery-prd.asl_finance.v_asl_circualtion_insights;ncau-data-newsquery-prd.prstn_finance.v_calendar_dim,finance,6,5,10,mixed,transactional,"['fiscal_week_id', 'day_of_week', 'charge_type', 'gl_publication_code', 'sales_channel_l4', 'derived_publication_type']","Fiscal Year 2025, specific weeks within 2025","['2025', '202541', '202542', '202543', '202544', '202545', '202533', '202534', '202535', '202536', '202537', '202538', '202539', '202540']","[""'Sun'"", ""'Subscriptions'"", ""'DT'"", ""'DRAW'"", ""'RETURNS'"", ""'ADJUSTMENT'"", ""'ADV'"", ""'AUS'"", ""'CM'"", ""'Delicious'"", ""'Delicious Specials'"", ""'GAD'"", ""'GCB'"", ""'Group Shared Services'"", ""'Hobart Print Services'"", ""'HS'"", ""'MDM'"", ""'MERCURY'"", ""'NTN'"", ""'Perth Print Services'"", ""'Post Courier'"", ""'SC'"", ""'Taste'"", ""'TCHRN'"", ""'TCP'"", ""'TVB'"", ""'Vogue'"", ""'Vogue Living'"", ""'WT'"", ""'Other'"", ""'500'"", ""'560'"", ""'100'"", ""'400'"", ""'402'"", ""'9504'"", ""'9505'"", ""'110'"", ""'116'"", ""'350'"", ""'670'"", ""'180'"", ""'156'"", ""'301'"", ""'303'"", ""'5003'"", ""'850'"", ""'852'"", ""'961'"", ""'963'"", ""'158'"", ""'5024'"", ""'9514'"", ""'9515'"", ""'5053'"", ""'450'"", ""'475'"", ""'9560'"", ""'9556'"", ""'305'""]","['dates should be parameterised', 'fiscal weeks should be derived from date parameters', 'publication codes should join to a `gl_publication_lookup` table', 'sales channel values should be governed via a reference table']",44,"['ncau-data-newsquery-prd.asl_finance.v_asl_circualtion_insights', 'ncau-data-newsquery-prd.prstn_finance.v_calendar_dim']",2,14,60,4
6e8b534b-485a-48dd-842d-13dc6bebb01a,SuperCoach Subscriptions,ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement,consumer,7,6,6,daily,transactional,"['movement_date', 'masthead', 'subscription_movement_count_type', 'source_masthead', 'sold_in_rate_plan_code', 'subscriber_id_src']",01/07/2024 to 18/08/2024,"['01/07/2024', '19/08/2024']","[""'SC'"", ""'acquisition'"", ""'SC_SDO_AP24AM12'"", ""'SC_SDO_AP20AM12'"", '2452260', ""'CS'""]","['dates should be parameterised or use relative date functions', 'masthead codes should use a reference table', 'subscription movement types should use a reference table', 'rate plan codes should use a reference table', 'subscriber IDs should be dynamic or parameterised for specific analysis', 'source masthead codes should use a reference table']",45,['ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement'],1,2,6,6
